customer_id,signup_date,country,city,gender,age,membership_tier,tenure_months,avg_session_length,sessions_per_month,support_tickets,last_payment_method,is_mobile_user,num_devices,email_click_rate,referral_count,discount_rate,satisfaction_score,monthly_spend,churn
101402,2019-12-18,malaysia,johor bahru,Male,37,standard,71,6.27,18,3,credit card,True,4,0.22,0,0.144,4.9,56.58,0
101403,2019-05-22,thailand,chiang mai,Male,39,standard,78,11.48,18,0,credit card,True,1,0.151,0,0.066,8.6,60.96,0
101404,2025-02-18,indonesia,jakarta,Female,36,premium,8,18.77,18,0,bank transfer,False,2,0.515,0,0.099,3.4,75.91,0
101405,2023-11-22,singapore,tampines,Unknown,38,standard,23,14.95,19,1,debit card,False,2,0.643,0,0.0,4.4,44.31,0
101406,2024-07-11,vietnam,hanoi,Male,28,basic,16,32.36,18,1,credit card,True,4,0.115,0,0.036,6.3,76.42,0
101407,2019-03-22,vietnam,da nang,Female,25,basic,80,19.36,18,0,bank transfer,False,1,0.304,0,0.038,6.8,43.14,0
101408,2025-08-13,indonesia,denpasar,Female,25,premium,2,25.9,19,1,paypal,True,3,0.162,1,0.068,6.5,74.13,0
101409,2019-03-20,vietnam,da nang,Male,24,basic,80,4.58,23,0,debit card,True,3,0.504,0,0.077,7.2,50.51,0
101410,2018-04-28,malaysia,penang,Female,38,basic,91,7.72,15,0,credit card,True,4,0.111,0,0.017,7.2,37.37,0
101411,2022-03-21,malaysia,kuala lumpur,Female,53,basic,44,16.59,13,0,e-wallet,True,4,0.083,0,0.038,6.9,43.14,0
101412,2020-07-17,malaysia,penang,Male,26,premium,64,23.71,15,0,paypal,True,4,0.231,1,0.114,5.9,74.56,0
101413,2025-08-02,malaysia,ipoh,Female,32,basic,3,11.84,22,0,bank transfer,True,5,0.144,0,0.05,7.3,24.82,0
101414,2019-07-21,indonesia,surabaya,Male,37,standard,76,24.9,14,3,e-wallet,True,3,0.378,1,0.108,5.2,61.73,0
101415,2023-04-21,philippines,cebu,Male,32,basic,31,32.79,23,1,unknown,False,3,0.182,2,0.046,6.3,30.55,0
101416,2018-03-29,malaysia,penang,Female,38,standard,92,15.69,21,0,paypal,True,1,0.277,1,0.152,6.1,35.88,0
101417,2022-07-11,malaysia,ipoh,Male,30,standard,40,21.91,15,0,credit card,True,5,0.469,2,0.113,5.4,23.02,0
101418,2019-04-21,singapore,unknown,Male,29,basic,79,19.81,20,0,debit card,True,5,0.506,0,0.095,4.7,50.49,0
101419,2022-09-02,philippines,cebu,Male,35,vip,38,18.61,13,0,paypal,False,1,0.196,0,0.07,7.0,64.83,0
101420,2022-02-17,malaysia,ipoh,Unknown,38,premium,45,24.55,19,3,debit card,True,3,0.139,1,0.075,5.0,73.69,0
101421,2018-10-22,singapore,central,Female,47,basic,85,22.07,17,1,debit card,False,5,0.245,0,0.076,7.2,54.73,0
101422,2019-12-21,malaysia,kuala lumpur,Male,38,basic,71,20.54,19,2,credit card,False,1,0.117,0,0.094,8.3,35.95,0
101423,2021-11-05,malaysia,johor bahru,Female,33,basic,48,23.13,16,1,paypal,False,3,0.2,1,0.103,7.1,52.21,0
101424,2020-09-21,brunei,bangar,Male,42,premium,62,28.9,23,1,credit card,False,1,0.571,0,0.155,5.7,63.9,0
101425,2021-07-30,brunei,bandar seri begawan,Female,44,basic,52,26.83,14,1,credit card,True,2,0.207,0,0.112,3.6,66.68,0
101426,2019-11-17,malaysia,johor bahru,Male,32,basic,72,7.96,16,0,credit card,True,2,0.27,1,0.081,7.4,42.59,0
101427,2025-05-10,philippines,quezon city,Female,34,standard,6,14.91,13,0,credit card,True,2,0.234,0,0.047,8.1,33.26,0
101428,2021-04-18,indonesia,denpasar,Other,31,basic,55,26.67,11,1,credit card,True,2,0.222,0,0.059,3.9,25.99,0
101429,2020-08-18,vietnam,hai phong,Female,42,basic,63,42.65,27,1,credit card,True,2,0.091,0,0.0,6.9,55.05,0
101430,2020-07-23,singapore,central,Male,36,standard,64,16.76,20,0,credit card,True,3,0.213,0,0.143,8.4,39.23,0
101431,2019-02-10,singapore,yishun,Female,22,basic,82,10.01,17,3,credit card,True,4,0.361,1,0.075,5.8,56.03,0
101432,2021-07-14,singapore,jurong,Male,39,premium,52,40.23,26,0,bank transfer,True,4,0.085,0,0.021,8.8,61.89,0
101433,2022-06-06,indonesia,jakarta,Female,48,premium,41,32.13,18,0,bank transfer,True,4,0.393,0,0.101,7.5,74.64,0
101434,2020-12-23,malaysia,ipoh,Male,49,basic,59,21.94,15,0,paypal,True,2,0.083,0,0.07,5.7,37.7,0
101435,2018-04-29,malaysia,ipoh,Male,31,standard,91,22.88,21,1,debit card,True,3,0.171,0,0.097,7.2,109.54,0
101436,2024-07-16,malaysia,shah alam,Male,29,standard,16,21.59,18,4,paypal,True,3,0.538,0,0.0,5.5,69.16,0
101437,2018-11-09,thailand,bangkok,Male,52,standard,85,20.86,18,0,credit card,True,2,0.186,0,0.079,7.7,46.26,0
101438,2018-06-12,malaysia,johor bahru,Female,49,basic,90,28.09,19,1,paypal,True,2,0.231,0,0.139,6.0,50.79,0
101439,2022-03-09,indonesia,surabaya,Female,39,basic,44,32.02,18,1,credit card,False,4,0.267,1,0.061,6.5,62.8,0
101440,2018-10-20,brunei,bandar seri begawan,Female,20,premium,85,23.3,18,0,credit card,True,3,0.22,1,0.12,6.4,48.46,0
101441,2019-11-21,malaysia,kuala lumpur,Female,30,basic,72,28.2,15,1,e-wallet,True,2,0.122,0,0.068,7.4,40.61,0
101442,2021-11-01,indonesia,bandung,Female,25,standard,48,33.14,26,2,bank transfer,True,2,0.385,0,0.079,7.1,72.76,0
101443,2022-04-15,singapore,woodlands,Male,51,standard,43,29.51,17,1,credit card,True,2,0.191,1,0.047,6.8,75.92,0
101444,2019-11-04,vietnam,hanoi,Male,21,basic,73,26.66,15,2,e-wallet,True,2,0.076,0,0.137,4.8,35.33,0
101445,2019-02-03,malaysia,kuala lumpur,Male,51,standard,82,16.23,18,0,credit card,True,4,0.252,0,0.035,6.5,50.69,0
101446,2024-12-09,thailand,chiang mai,Male,34,premium,11,16.8,18,0,e-wallet,False,7,0.222,0,0.0,8.2,55.41,0
101447,2020-11-13,vietnam,ho chi minh,Male,24,basic,60,8.2,24,0,bank transfer,True,2,0.256,0,0.055,6.6,58.65,0
101448,2023-04-27,philippines,baguio,Male,44,premium,30,25.09,21,0,debit card,True,3,0.215,0,0.059,7.2,69.32,0
101449,2025-08-28,thailand,unknown,Male,41,basic,2,22.91,13,0,credit card,True,3,0.321,0,0.083,6.6,40.86,0
101450,2018-08-28,singapore,woodlands,Male,24,premium,87,32.18,16,2,unknown,False,2,0.427,0,0.045,4.9,78.42,0
101451,2024-06-16,indonesia,denpasar,Female,35,standard,17,25.65,13,1,credit card,True,3,0.377,0,0.136,5.8,61.9,0
101452,2024-06-26,vietnam,hanoi,Male,47,standard,16,19.41,17,2,credit card,True,5,0.188,1,0.116,6.2,33.28,0
101453,2019-11-03,indonesia,bandung,Female,31,basic,73,18.12,13,0,debit card,True,3,0.313,0,0.08,5.3,15.51,0
101454,2025-03-04,malaysia,johor bahru,Female,50,basic,8,24.76,20,0,credit card,False,3,0.264,0,0.084,8.1,51.56,0
101455,2024-09-27,philippines,baguio,Female,28,premium,13,24.02,12,0,credit card,False,3,0.174,0,0.087,4.5,79.4,0
101456,2019-02-06,thailand,phuket,Male,20,standard,82,36.58,10,0,debit card,True,2,0.421,0,0.218,6.6,31.54,0
101457,2023-10-08,indonesia,bandung,Male,35,standard,25,21.13,24,1,credit card,True,2,0.127,1,0.067,5.8,46.11,0
101458,2018-02-22,malaysia,ipoh,Male,22,premium,93,25.89,22,0,credit card,True,7,0.394,3,0.104,7.1,59.93,0
101459,2020-12-23,indonesia,denpasar,Male,36,standard,59,35.08,22,0,credit card,True,2,0.379,0,0.047,5.9,77.32,0
101460,2025-05-04,malaysia,johor bahru,Male,35,basic,6,20.83,15,0,credit card,True,5,0.238,0,0.09,6.0,54.36,0
101461,2021-02-16,indonesia,bandung,Female,28,premium,57,19.36,20,0,debit card,True,6,0.589,1,0.146,5.0,69.78,0
101462,2018-10-13,malaysia,kuala lumpur,Female,52,premium,86,11.33,18,0,debit card,True,3,0.167,0,0.115,8.3,81.09,0
101463,2023-08-28,indonesia,denpasar,Female,35,basic,26,19.12,11,0,debit card,True,2,0.358,0,0.191,4.6,29.9,0
101464,2020-10-25,brunei,bandar seri begawan,Male,43,standard,61,25.02,18,0,e-wallet,False,6,0.54,1,0.113,4.6,47.52,0
101465,2023-04-13,malaysia,penang,Male,43,vip,31,32.99,15,2,e-wallet,True,2,0.213,0,0.104,6.3,72.07,0
101466,2018-06-09,brunei,bangar,Female,51,basic,90,11.01,18,0,debit card,True,4,0.29,0,0.079,5.7,63.62,0
101467,2018-05-22,singapore,yishun,Male,24,basic,90,14.82,17,0,paypal,True,1,0.596,0,0.057,6.3,26.8,0
101468,2019-02-01,vietnam,hanoi,Female,19,standard,82,6.93,19,2,bank transfer,True,2,0.29,1,0.137,5.0,18.85,0
101469,2020-11-07,thailand,pattaya,Female,51,basic,60,36.42,24,0,credit card,True,2,0.191,1,0.07,10.0,56.59,0
101470,2025-03-12,indonesia,jakarta,Male,40,standard,8,23.29,22,0,bank transfer,True,4,0.177,1,0.063,7.6,85.86,0
101471,2019-06-18,thailand,bangkok,Male,36,standard,77,18.53,20,3,credit card,True,5,0.257,0,0.11,5.2,51.07,0
101472,2022-04-05,vietnam,hai phong,Male,34,basic,43,7.63,20,0,credit card,True,3,0.274,0,0.056,4.6,21.94,0
101473,2022-12-04,singapore,tampines,Male,32,premium,35,21.98,15,0,credit card,True,1,0.322,0,0.099,6.7,65.39,0
101474,2024-11-13,malaysia,penang,Male,43,basic,12,18.77,24,0,paypal,False,5,0.265,2,0.204,7.0,53.51,0
101475,2022-06-22,indonesia,denpasar,Male,22,basic,41,7.65,19,0,e-wallet,True,3,0.115,0,0.09,8.9,87.52,0
101476,2018-10-13,vietnam,da nang,Unknown,39,basic,86,19.7,21,2,credit card,True,5,0.158,1,0.079,6.8,79.43,0
101477,2020-10-25,thailand,phuket,Female,44,premium,61,31.8,14,0,debit card,True,6,0.281,0,0.142,6.5,67.3,0
101478,2023-12-17,thailand,hat yai,Female,42,basic,23,19.92,13,1,debit card,True,2,0.488,1,0.062,4.2,53.4,0
101479,2020-08-13,singapore,jurong,Male,34,basic,63,31.41,20,1,credit card,True,3,0.214,2,0.055,6.3,59.61,0
101480,2019-11-02,vietnam,hanoi,Female,35,vip,73,34.45,26,0,bank transfer,True,4,0.233,0,0.042,7.6,61.66,0
101481,2019-05-14,malaysia,kuala lumpur,Female,47,vip,79,19.85,19,1,debit card,True,1,0.143,0,0.112,7.0,91.17,0
101482,2024-05-12,indonesia,medan,Female,40,basic,18,21.29,16,1,paypal,True,4,0.443,0,0.034,6.0,31.41,0
101483,2021-01-11,malaysia,shah alam,Female,51,basic,58,26.01,23,0,debit card,True,4,0.139,1,0.082,8.2,51.88,0
101484,2023-01-30,malaysia,ipoh,Male,19,standard,33,30.18,15,0,credit card,False,4,0.069,1,0.175,4.0,30.71,0
101485,2021-02-15,malaysia,ipoh,Male,43,standard,57,33.38,21,0,bank transfer,False,3,0.081,0,0.059,6.5,76.7,0
101486,2023-09-08,malaysia,ipoh,Female,28,premium,26,34.15,9,1,credit card,True,5,0.151,0,0.05,4.1,54.58,0
101487,2025-05-21,thailand,bangkok,Female,34,basic,5,16.13,14,0,paypal,True,3,0.214,0,0.066,6.4,30.62,0
101488,2021-03-26,malaysia,johor bahru,Female,35,basic,56,33.64,17,1,credit card,True,2,0.412,0,0.002,6.2,48.58,0
101489,2023-09-10,singapore,yishun,Other,26,standard,26,26.12,26,1,debit card,False,3,0.412,0,0.1,8.2,62.03,0
101490,2023-06-30,malaysia,ipoh,Female,54,standard,28,17.83,24,1,credit card,True,2,0.231,0,0.137,8.4,54.09,0
101491,2021-08-02,malaysia,kuala lumpur,Male,45,standard,52,12.85,23,1,e-wallet,True,5,0.423,1,0.048,4.7,41.1,0
101492,2022-08-16,malaysia,kuala lumpur,Male,40,premium,39,15.61,14,0,credit card,True,3,0.164,0,0.079,7.6,80.38,0
101493,2018-12-02,malaysia,kuala lumpur,Male,27,standard,84,24.91,20,2,paypal,True,2,0.344,0,0.083,5.6,57.98,0
101494,2019-07-24,indonesia,surabaya,Female,33,basic,76,18.07,20,0,paypal,True,2,0.325,1,0.07,6.0,47.99,0
101495,2024-06-18,indonesia,denpasar,Female,32,standard,16,24.9,14,0,credit card,True,1,0.175,1,0.059,7.5,79.84,0
101496,2019-08-22,indonesia,bandung,Female,24,basic,75,12.98,16,0,debit card,True,3,0.101,0,0.119,7.1,56.2,0
101497,2021-02-20,singapore,tampines,Female,45,standard,57,15.97,20,2,e-wallet,True,3,0.214,0,0.091,3.6,55.35,0
101498,2020-05-14,malaysia,ipoh,Female,31,vip,66,21.28,15,0,credit card,False,2,0.317,0,0.042,5.9,64.05,0
101499,2024-08-15,vietnam,can tho,Female,35,standard,15,20.62,12,2,credit card,True,3,0.155,0,0.119,3.5,40.63,0
101500,2020-03-15,singapore,yishun,Female,34,basic,68,11.78,14,1,paypal,False,4,0.157,0,0.034,6.5,17.5,0
101501,2018-11-10,singapore,yishun,Male,33,basic,85,16.97,15,0,debit card,True,2,0.186,0,0.092,6.7,42.2,0
101502,2018-01-28,malaysia,johor bahru,Female,40,basic,94,8.05,16,0,paypal,True,3,0.298,0,0.185,7.7,44.62,0
101503,2021-06-07,malaysia,penang,Female,29,basic,53,22.53,17,0,debit card,False,3,0.099,0,0.062,7.0,50.93,0
101504,2020-10-26,malaysia,shah alam,Male,44,standard,61,34.22,16,0,credit card,True,6,0.165,0,0.16,7.0,53.11,0
101505,2024-11-25,malaysia,penang,Male,30,standard,11,15.87,23,1,debit card,True,3,0.363,2,0.122,5.4,45.24,0
101506,2023-06-20,indonesia,bandung,Female,35,standard,29,14.37,16,0,debit card,True,8,0.526,1,0.0,6.6,49.17,0
101507,2021-09-03,indonesia,jakarta,Male,23,basic,50,29.86,15,0,credit card,True,5,0.09,1,0.079,7.2,73.2,0
101508,2021-06-02,indonesia,denpasar,Male,45,basic,54,12.63,17,0,bank transfer,True,3,0.332,0,0.015,7.9,49.82,0
101509,2023-11-07,thailand,hat yai,Male,47,basic,24,30.04,18,1,credit card,True,3,0.263,1,0.133,6.0,47.45,0
101510,2023-09-19,vietnam,can tho,Female,41,basic,26,12.38,15,1,paypal,False,2,0.248,1,0.105,6.8,47.91,0
101511,2019-11-12,thailand,bangkok,Female,37,premium,72,19.16,15,1,e-wallet,True,5,0.027,0,0.133,7.9,51.22,0
101512,2019-01-10,philippines,davao,Male,35,premium,83,20.07,23,0,credit card,False,1,0.282,2,0.17,5.7,77.0,0
101513,2024-09-06,malaysia,johor bahru,Male,21,vip,14,27.64,20,0,debit card,True,4,0.384,0,0.07,9.1,52.14,0
101514,2020-11-07,malaysia,shah alam,Other,23,standard,60,36.98,22,1,credit card,True,4,0.211,0,0.063,6.7,79.07,0
101515,2022-03-31,malaysia,johor bahru,Female,42,standard,43,19.23,17,2,credit card,True,3,0.271,0,0.085,5.1,29.74,0
101516,2023-12-20,indonesia,surabaya,Female,33,basic,22,21.85,18,2,debit card,False,3,0.349,2,0.022,5.5,60.59,0
101517,2024-05-26,philippines,baguio,Male,23,basic,17,8.32,18,0,credit card,False,2,0.462,0,0.092,5.5,48.19,0
101518,2023-01-28,malaysia,penang,Male,22,standard,33,21.67,20,1,credit card,True,5,0.272,0,0.074,5.2,40.88,0
101519,2020-03-16,philippines,davao,Male,41,standard,68,31.24,22,2,credit card,True,4,0.175,0,0.178,6.9,51.96,0
101520,2024-03-06,malaysia,johor bahru,Female,43,standard,20,40.9,12,0,paypal,False,3,0.185,0,0.093,3.8,32.86,0
101521,2024-07-02,philippines,manila,Male,21,basic,16,19.13,21,2,bank transfer,True,1,0.319,0,0.072,5.1,28.49,0
101522,2024-12-25,malaysia,shah alam,Male,36,vip,10,27.73,11,1,credit card,False,5,0.406,1,0.138,6.8,75.69,0
101523,2018-10-06,malaysia,kuala lumpur,Male,38,basic,86,31.26,18,0,paypal,True,1,0.092,0,0.06,6.9,51.38,0
101524,2021-11-06,singapore,yishun,Unknown,30,basic,48,10.49,16,0,credit card,True,2,0.483,2,0.058,6.4,39.62,0
101525,2020-02-27,malaysia,penang,Female,46,premium,69,33.35,16,1,credit card,False,5,0.369,0,0.13,6.5,75.42,0
101526,2020-08-09,malaysia,shah alam,Male,32,basic,63,15.54,21,0,credit card,False,1,0.321,0,0.042,7.7,24.72,0
101527,2021-08-25,malaysia,kuala lumpur,Female,20,premium,51,24.12,18,0,bank transfer,True,3,0.319,0,0.116,6.5,42.09,0
101528,2018-10-04,vietnam,da nang,Female,33,basic,86,11.9,18,1,debit card,True,4,0.408,2,0.023,6.8,35.46,0
101529,2024-06-03,indonesia,surabaya,Male,47,standard,17,19.07,19,1,debit card,True,4,0.2,0,0.126,6.7,69.33,0
101530,2019-03-09,malaysia,shah alam,Female,32,basic,81,8.49,16,0,credit card,False,4,0.037,1,0.152,8.1,13.18,0
101531,2020-10-06,indonesia,surabaya,Female,35,basic,62,24.13,18,2,credit card,False,1,0.313,0,0.095,5.2,49.75,0
101532,2020-12-31,thailand,bangkok,Female,41,standard,59,34.28,14,0,debit card,True,2,0.228,2,0.185,7.4,68.4,0
101533,2018-11-13,malaysia,kuala lumpur,Male,37,basic,85,22.26,20,1,paypal,False,2,0.063,0,0.017,6.1,53.96,0
101534,2021-04-26,singapore,jurong,Male,35,basic,55,10.46,16,0,credit card,True,2,0.245,0,0.014,7.2,19.01,0
101535,2018-05-01,malaysia,johor bahru,Male,39,premium,91,19.29,26,1,debit card,False,3,0.509,4,0.0,5.1,82.05,0
101536,2021-09-27,malaysia,ipoh,Female,29,premium,50,23.71,19,0,e-wallet,False,3,0.231,1,0.094,6.1,93.43,0
101537,2025-05-24,thailand,chiang mai,Female,30,basic,5,20.83,17,1,debit card,True,3,0.1,0,0.08,6.5,31.39,0
101538,2018-10-31,malaysia,shah alam,Female,42,basic,85,27.43,13,0,debit card,True,1,0.221,1,0.019,6.7,62.53,0
101539,2020-07-24,indonesia,jakarta,Male,26,standard,64,38.12,17,0,debit card,True,5,0.271,0,0.172,7.1,72.14,0
101540,2025-07-31,thailand,pattaya,Male,50,premium,3,21.53,15,2,paypal,True,6,0.202,1,0.059,5.0,62.93,0
101541,2019-05-11,malaysia,ipoh,Female,46,vip,79,20.96,15,0,credit card,True,4,0.247,2,0.082,7.5,107.12,0
101542,2024-02-11,indonesia,jakarta,Male,25,basic,21,16.23,16,0,credit card,True,7,0.18,0,0.032,6.6,42.21,0
101543,2024-07-07,malaysia,ipoh,Female,48,standard,16,21.94,14,0,credit card,False,4,0.489,0,0.068,4.4,59.52,0
101544,2019-12-14,brunei,bangar,Male,36,basic,71,37.29,26,1,e-wallet,True,4,0.193,0,0.0,7.2,37.34,0
101545,2025-03-08,singapore,jurong,Male,47,basic,8,20.48,16,0,credit card,True,5,0.182,0,0.067,7.3,61.6,0
101546,2018-12-16,vietnam,hai phong,Male,36,basic,84,24.04,15,0,debit card,False,3,0.221,0,0.106,7.5,68.68,0
101547,2024-06-25,indonesia,medan,Male,33,basic,16,23.3,20,2,unknown,True,4,0.413,0,0.091,5.5,19.6,0
101548,2025-01-28,malaysia,johor bahru,Male,32,standard,9,15.85,15,0,unknown,True,1,0.119,1,0.095,8.7,62.38,0
101549,2024-09-25,indonesia,medan,Male,18,basic,13,27.86,17,0,debit card,True,1,0.137,0,0.072,6.8,59.25,0
101550,2020-06-24,philippines,davao,Male,43,premium,65,21.68,20,1,credit card,False,3,0.19,1,0.103,6.1,65.98,0
101551,2023-01-02,indonesia,jakarta,Male,29,standard,34,23.82,21,2,credit card,True,5,0.515,0,0.043,5.2,40.13,0
101552,2025-01-24,vietnam,can tho,Male,44,basic,9,29.73,20,0,e-wallet,True,3,0.426,0,0.03,7.8,59.81,0
101553,2019-05-17,philippines,baguio,Female,50,premium,78,19.39,17,1,credit card,False,4,0.501,1,0.078,4.6,44.33,0
101554,2021-03-23,malaysia,shah alam,Male,30,vip,56,22.75,24,1,e-wallet,True,3,0.103,1,0.076,5.4,69.45,0
101555,2020-07-02,malaysia,unknown,Female,29,standard,65,16.2,14,0,credit card,True,2,0.066,0,0.085,6.0,52.51,0
101556,2022-02-24,indonesia,denpasar,Female,44,basic,45,13.27,18,0,credit card,True,3,0.249,0,0.17,6.8,42.68,0
101557,2019-06-11,singapore,jurong,Female,31,basic,78,22.97,17,1,credit card,True,3,0.14,2,0.071,4.7,50.88,0
101558,2021-04-07,vietnam,ho chi minh,Female,47,basic,55,23.66,16,2,credit card,False,3,0.173,1,0.123,5.4,47.4,0
101559,2023-07-20,philippines,cebu,Male,29,standard,28,29.38,22,0,credit card,True,2,0.137,0,0.086,9.5,83.33,0
101560,2019-12-12,malaysia,ipoh,Female,48,basic,71,15.89,17,2,debit card,True,7,0.266,0,0.094,6.3,49.75,0
101561,2023-08-03,malaysia,ipoh,Female,32,standard,27,13.6,20,1,debit card,True,4,0.572,0,0.0,4.9,65.28,0
101562,2025-08-29,thailand,unknown,Female,38,basic,2,36.22,19,0,bank transfer,True,3,0.115,1,0.08,10.0,49.26,0
101563,2018-04-22,malaysia,unknown,Male,44,standard,91,23.05,25,1,paypal,True,1,0.139,0,0.166,6.4,52.05,0
101564,2024-11-15,vietnam,ho chi minh,Male,40,basic,11,10.98,14,1,paypal,True,3,0.098,0,0.077,6.2,27.71,0
101565,2023-10-01,singapore,woodlands,Male,45,basic,25,21.56,14,0,debit card,False,3,0.163,1,0.023,6.3,43.45,0
101566,2022-07-31,indonesia,surabaya,Female,22,basic,39,16.75,22,0,credit card,True,4,0.452,0,0.075,6.1,49.93,0
101567,2024-04-21,malaysia,kuala lumpur,Female,31,standard,18,24.87,13,2,paypal,False,3,0.666,0,0.0,3.2,40.24,0
101568,2022-07-09,indonesia,denpasar,Male,36,premium,40,18.66,19,0,credit card,False,2,0.075,1,0.072,7.5,83.54,0
101569,2018-10-27,singapore,tampines,Female,28,standard,85,31.9,19,2,bank transfer,False,4,0.413,0,0.072,5.5,59.18,0
101570,2020-08-15,indonesia,surabaya,Female,44,basic,63,11.6,25,0,credit card,False,3,0.134,2,0.03,7.3,58.23,0
101571,2024-10-10,malaysia,kuala lumpur,Male,30,premium,13,32.23,17,1,paypal,True,3,0.076,0,0.124,6.5,62.57,0
101572,2023-03-06,thailand,phuket,Female,28,standard,32,27.94,25,1,debit card,True,4,0.569,1,0.051,6.4,59.66,0
101573,2018-11-03,vietnam,da nang,Female,43,basic,85,24.58,17,0,credit card,True,3,0.216,0,0.005,8.2,72.85,0
101574,2023-11-17,malaysia,shah alam,Male,26,basic,24,30.28,25,0,credit card,False,5,0.423,0,0.079,6.9,38.5,0
101575,2018-05-01,malaysia,shah alam,Female,26,basic,91,31.72,20,0,e-wallet,False,1,0.341,0,0.123,6.0,54.97,0
101576,2023-07-12,malaysia,johor bahru,Male,40,basic,28,22.01,16,0,credit card,False,5,0.233,0,0.176,7.8,11.21,0
101577,2024-03-27,indonesia,jakarta,Female,47,basic,19,35.04,22,0,credit card,True,1,0.329,0,0.013,6.5,75.05,0
101578,2025-05-22,indonesia,bandung,Female,36,standard,5,26.94,17,0,bank transfer,False,4,0.044,0,0.106,6.6,58.73,0
101579,2021-07-01,indonesia,bandung,Female,20,premium,53,17.62,20,0,debit card,True,2,0.008,0,0.092,6.1,58.01,0
101580,2021-11-28,malaysia,ipoh,Male,41,basic,48,11.23,18,0,paypal,True,2,0.399,2,0.112,7.6,27.64,0
101581,2022-02-26,malaysia,ipoh,Male,30,basic,45,30.59,13,0,debit card,True,1,0.568,0,0.109,5.5,17.76,0
101582,2021-03-31,indonesia,bandung,Male,45,basic,56,22.0,15,0,credit card,True,2,0.41,0,0.137,4.0,29.67,0
101583,2023-04-16,singapore,jurong,Female,32,premium,31,21.94,23,0,bank transfer,False,3,0.441,0,0.083,6.4,63.05,0
101584,2021-12-26,brunei,seria,Male,45,basic,47,24.67,24,0,credit card,False,4,0.1,0,0.105,7.7,46.41,0
101585,2021-03-25,malaysia,shah alam,Female,31,basic,56,19.94,15,0,credit card,True,2,0.078,0,0.124,6.5,19.13,0
101586,2021-09-08,thailand,pattaya,Male,29,basic,50,16.64,18,0,e-wallet,False,2,0.546,0,0.092,7.9,16.62,0
101587,2019-09-21,singapore,yishun,Male,18,standard,74,30.07,22,0,credit card,True,6,0.069,2,0.084,7.3,44.24,0
101588,2021-04-29,singapore,tampines,Male,29,basic,55,15.7,18,1,credit card,True,6,0.124,1,0.081,7.6,43.04,0
101589,2021-04-14,thailand,phuket,Female,99,standard,55,18.37,14,1,credit card,True,4,0.304,0,0.07,4.5,66.67,0
101590,2023-05-16,thailand,chiang mai,Female,36,basic,30,20.27,16,1,e-wallet,True,4,0.393,0,0.057,4.7,68.17,0
101591,2019-06-01,brunei,bandar seri begawan,Male,41,basic,78,30.13,23,0,bank transfer,True,2,0.167,0,0.091,7.1,63.94,0
101592,2020-04-24,malaysia,penang,Male,46,basic,67,12.6,15,1,credit card,True,1,0.201,0,0.154,5.0,58.4,0
101593,2022-03-28,malaysia,kuala lumpur,Female,35,premium,44,16.94,21,0,e-wallet,False,3,0.24,0,0.04,7.2,76.67,0
101594,2022-05-14,thailand,pattaya,Male,36,basic,42,25.4,13,1,credit card,True,4,0.245,0,0.013,4.7,67.07,0
101595,2020-03-30,indonesia,medan,Unknown,45,premium,68,21.94,20,0,e-wallet,True,3,0.114,0,0.073,8.4,65.1,0
101596,2020-02-01,malaysia,ipoh,Female,37,basic,70,12.99,12,1,bank transfer,True,1,0.242,0,0.045,5.9,29.8,0
101597,2021-09-24,malaysia,penang,Female,27,basic,50,18.85,21,2,e-wallet,True,3,0.316,1,0.08,7.2,50.01,0
101598,2024-06-24,malaysia,penang,Female,30,premium,16,21.06,22,1,credit card,False,3,0.302,1,0.038,5.9,64.17,0
101599,2018-04-21,philippines,manila,Female,18,basic,91,24.3,18,0,credit card,False,5,0.69,0,0.083,6.6,49.36,0
101600,2023-01-16,malaysia,shah alam,Female,27,basic,34,20.32,12,0,paypal,True,3,0.651,0,0.122,3.6,47.61,0
101601,2020-03-17,malaysia,kuala lumpur,Female,35,basic,68,34.31,13,1,debit card,True,2,0.687,0,0.074,5.7,72.45,0
101602,2022-02-05,malaysia,shah alam,Female,38,basic,45,21.21,19,2,credit card,False,5,0.62,0,0.059,3.9,56.38,0
101603,2021-05-28,malaysia,kuala lumpur,Male,46,basic,54,34.07,15,1,paypal,True,4,0.154,1,0.073,7.5,62.38,0
101604,2019-05-02,malaysia,shah alam,Unknown,27,basic,79,18.28,18,2,paypal,True,3,0.125,0,0.161,6.6,38.13,0
101605,2020-03-21,singapore,central,Male,27,basic,68,9.19,15,1,unknown,False,3,0.494,0,0.089,4.1,49.98,0
101606,2023-08-06,malaysia,shah alam,Female,43,standard,27,42.09,16,0,credit card,True,2,0.406,0,0.046,7.0,46.9,0
101607,2019-06-01,vietnam,hanoi,Unknown,31,standard,78,21.31,19,0,debit card,False,1,0.147,1,0.003,6.4,49.23,0
101608,2020-04-14,malaysia,penang,Male,37,basic,67,24.96,16,1,credit card,True,4,0.279,0,0.086,5.4,45.6,0
101609,2019-09-16,indonesia,denpasar,Male,42,standard,74,10.4,18,1,bank transfer,True,4,0.062,0,0.093,7.0,54.89,0
101610,2020-11-13,philippines,manila,Male,29,basic,60,24.1,17,0,credit card,True,2,0.147,0,0.08,6.5,18.51,0
101611,2022-04-14,indonesia,denpasar,Female,29,standard,43,28.57,18,0,unknown,True,1,0.339,1,0.063,7.3,77.45,0
